date,weightclass,fighter,rank
2020-07-14,Featherweight,Josh Emmett,7
2020-07-14,Featherweight,Jeremy Stephens,9
2020-07-14,Featherweight,Dan Ige,10
2020-07-14,Featherweight,Arnold Allen,11
2020-07-14,Featherweight,Shane Burgos,12
2020-07-14,Featherweight,Ryan Hall,13
2020-07-14,Featherweight,Sodiq Yusuff,14
2020-07-14,Featherweight,Jose Aldo,15
2020-07-14,Lightweight,Khabib Nurmagomedov,0
2020-07-14,Lightweight,Justin Gaethje,1
2020-07-14,Lightweight,Dustin Poirier,2
2020-07-14,Lightweight,Tony Ferguson,3
2020-07-14,Lightweight,Conor McGregor,4
2020-07-14,Lightweight,Dan Hooker,5
2020-07-14,Lightweight,Charles Oliveira,6
2020-07-14,Lightweight,Paul Felder,7
2020-07-14,Lightweight,Diego Ferreira,8
2020-07-14,Lightweight,Kevin Lee,9
2020-07-14,Lightweight,Al Iaquinta,10
2020-07-14,Lightweight,Islam Makhachev,11
2020-07-14,Lightweight,Gregor Gillespie,12
2020-07-14,Lightweight,Donald Cerrone,13
2020-07-14,Lightweight,Beneil Dariush,14
2020-07-14,Lightweight,Drew Dober,15
2020-07-14,Welterweight,Kamaru Usman,0
2020-07-14,Welterweight,Gilbert Burns,1
2020-07-14,Welterweight,Colby Covington,2
2020-07-14,Welterweight,Leon Edwards,3
2020-07-14,Welterweight,Jorge Masvidal,4
2020-07-14,Welterweight,Tyron Woodley,5
2020-07-14,Welterweight,Stephen Thompson,6
2020-07-14,Welterweight,Demian Maia,7
2020-07-14,Welterweight,Michael Chiesa,8
2020-07-14,Welterweight,Rafael Dos Anjos,9
2020-07-14,Welterweight,Geoff Neal,10
2020-07-14,Welterweight,Nate Diaz,11
2020-07-14,Welterweight,Vicente Luque,12
2020-07-14,Welterweight,Robbie Lawler,13
2020-07-14,Welterweight,Neil Magny,14
2020-07-14,Welterweight,Anthony Pettis,15
2020-07-14,Middleweight,Israel Adesanya,0
2020-07-14,Middleweight,Robert Whittaker,1
2020-07-14,Middleweight,Paulo Costa,2
2020-07-14,Middleweight,Jared Cannonier,3
2020-07-14,Middleweight,Yoel Romero,4
2020-07-14,Middleweight,Darren Till,5
2020-07-14,Middleweight,Jack Hermansson,6
2020-07-14,Middleweight,Kelvin Gastelum,7
2020-07-14,Middleweight,Derek Brunson,8
2020-07-14,Middleweight,Edmen Shahbazyan,9
2020-07-14,Middleweight,Uriah Hall,10
2020-07-14,Middleweight,Omari Akhmedov,11
2020-07-14,Middleweight,Brad Tavares,12
2020-07-14,Middleweight,Ian Heinisch,13
2020-07-14,Middleweight,Marvin Vettori,14
2020-07-14,Middleweight,Antonio Carlos Junior,15
2020-07-14,Light Heavyweight,Jon Jones,0
2020-07-14,Light Heavyweight,Dominick Reyes,1
2020-07-14,Light Heavyweight,Thiago Santos,2
2020-07-14,Light Heavyweight,Jan Blachowicz,3
2020-07-14,Light Heavyweight,Corey Anderson,4
2020-07-14,Light Heavyweight,Glover Teixeira,5
2020-07-14,Light Heavyweight,Anthony Smith,6
2020-07-14,Light Heavyweight,Alexander Gustafsson,7
2020-07-14,Light Heavyweight,Jiri Prochazka,8
2020-07-14,Light Heavyweight,Volkan Oezdemir,9
2020-07-14,Light Heavyweight,Aleksandar Rakic,10
2020-07-14,Light Heavyweight,Nikita Krylov,11
2020-07-14,Light Heavyweight,Misha Cirkunov,12
2020-07-14,Light Heavyweight,Johnny Walker,13
2020-07-14,Light Heavyweight,Ryan Spann,14
2020-07-14,Light Heavyweight,Mauricio Rua,15
2020-07-14,Light Heavyweight,Magomed Ankalaev,15
2020-07-14,Heavyweight,Stipe Miocic,0
2020-07-14,Heavyweight,Daniel Cormier,1
2020-07-14,Heavyweight,Francis Ngannou,2
2020-07-14,Heavyweight,Curtis Blaydes,3
2020-07-14,Heavyweight,Derrick Lewis,4
2020-07-14,Heavyweight,Junior Dos Santos,5
2020-07-14,Heavyweight,Jairzinho Rozenstruik,6
2020-07-14,Heavyweight,Alistair Overeem,7
2020-07-14,Heavyweight,Alexander Volkov,8
2020-07-14,Heavyweight,Augusto Sakai,9
2020-07-14,Heavyweight,Walt Harris,10
2020-07-14,Heavyweight,Aleksei Oleinik,11
2020-07-14,Heavyweight,Shamil Abdurakhimov,12
2020-07-14,Heavyweight,Sergei Pavlovich,13
2020-07-14,Heavyweight,Fabricio Werdum,14
2020-07-14,Heavyweight,Ciryl Gane,15
2020-07-14,Women's Strawweight,Weili Zhang,0
2020-07-14,Women's Strawweight,Rose Namajunas,1
2020-07-14,Women's Strawweight,Jessica Andrade,2
2020-07-14,Women's Strawweight,Joanna Jedrzejczyk,3
2020-07-14,Women's Strawweight,Tatiana Suarez,3
2020-07-14,Women's Strawweight,Nina Ansaroff,5
2020-07-14,Women's Strawweight,Claudia Gadelha,6
2020-07-14,Women's Strawweight,Carla Esparza,7
2020-07-14,Women's Strawweight,Michelle Waterson,8
2020-07-14,Women's Strawweight,Marina Rodriguez,9
2020-07-14,Women's Strawweight,Yan Xiaonan,10
2020-07-14,Women's Strawweight,Tecia Torres,11
2020-07-14,Women's Strawweight,Amanda Ribas,12
2020-07-14,Women's Strawweight,Alexa Grasso,13
2020-07-14,Women's Strawweight,Angela Hill,14
2020-07-14,Women's Strawweight,Felice Herrig,15
2020-07-14,Women's Flyweight,Valentina Shevchenko,0
2020-07-14,Women's Flyweight,Katlyn Chookagian,1
2020-07-14,Women's Flyweight,Cynthia Calvillo,2
2020-07-14,Women's Flyweight,Joanne Calderwood,3
2020-07-14,Women's Flyweight,Lauren Murphy,4
2020-07-14,Women's Flyweight,Jessica Eye,5
2020-07-14,Women's Flyweight,Jennifer Maia,6
2020-07-14,Women's Flyweight,Roxanne Modafferi,7
2020-07-14,Women's Flyweight,Viviane Araujo,8
2020-07-14,Women's Flyweight,Andrea Lee,9
2020-07-14,Women's Flyweight,Maycee Barber,10
2020-07-14,Women's Flyweight,Alexis Davis,11
2020-07-14,Women's Flyweight,Montana De La Rosa,12
2020-07-14,Women's Flyweight,Antonina Shevchenko,13
2020-07-14,Women's Flyweight,Ji Yeon Kim,14
2020-07-14,Women's Flyweight,Molly McCann,15
2020-07-14,Women's Bantamweight,Amanda Nunes,0
2020-07-14,Women's Bantamweight,Germaine de Randamie,1
2020-07-14,Women's Bantamweight,Holly Holm,2
2020-07-14,Women's Bantamweight,Aspen Ladd,3
2020-07-14,Women's Bantamweight,Raquel Pennington,4
2020-07-14,Women's Bantamweight,Julianna Pena,4
2020-07-14,Women's Bantamweight,Irene Aldana,6
2020-07-14,Women's Bantamweight,Ketlen Vieira,7
2020-07-14,Women's Bantamweight,Yana Kunitskaya,8
2020-07-14,Women's Bantamweight,Sara McMann,9
2020-07-14,Women's Bantamweight,Marion Reneau,10
2020-07-14,Women's Bantamweight,Lina Lansberg,11
2020-07-14,Women's Bantamweight,Macy Chiasson,12
2020-07-14,Women's Bantamweight,Bethe Correia,13
2020-07-14,Women's Bantamweight,Sijara Eubanks,14
2020-07-14,Women's Bantamweight,Julia Avila,15
2020-07-14,Women's Featherweight,Amanda Nunes,0
