date,weightclass,fighter,rank
2020-06-29,Welterweight,Tyron Woodley,5
2020-06-29,Welterweight,Stephen Thompson,6
2020-06-29,Welterweight,Demian Maia,7
2020-06-29,Welterweight,Michael Chiesa,8
2020-06-29,Welterweight,Rafael Dos Anjos,9
2020-06-29,Welterweight,Geoff Neal,10
2020-06-29,Welterweight,Nate Diaz,11
2020-06-29,Welterweight,Vicente Luque,12
2020-06-29,Welterweight,Robbie Lawler,13
2020-06-29,Welterweight,Neil Magny,14
2020-06-29,Welterweight,Anthony Pettis,14
2020-06-29,Middleweight,Israel Adesanya,0
2020-06-29,Middleweight,Robert Whittaker,1
2020-06-29,Middleweight,Paulo Costa,2
2020-06-29,Middleweight,Jared Cannonier,3
2020-06-29,Middleweight,Yoel Romero,4
2020-06-29,Middleweight,Darren Till,5
2020-06-29,Middleweight,Jack Hermansson,6
2020-06-29,Middleweight,Kelvin Gastelum,7
2020-06-29,Middleweight,Derek Brunson,8
2020-06-29,Middleweight,Edmen Shahbazyan,9
2020-06-29,Middleweight,Uriah Hall,10
2020-06-29,Middleweight,Omari Akhmedov,11
2020-06-29,Middleweight,Brad Tavares,12
2020-06-29,Middleweight,Ian Heinisch,13
2020-06-29,Middleweight,Marvin Vettori,14
2020-06-29,Middleweight,Antonio Carlos Junior,15
2020-06-29,Light Heavyweight,Jon Jones,0
2020-06-29,Light Heavyweight,Dominick Reyes,1
2020-06-29,Light Heavyweight,Thiago Santos,2
2020-06-29,Light Heavyweight,Jan Blachowicz,3
2020-06-29,Light Heavyweight,Corey Anderson,4
2020-06-29,Light Heavyweight,Glover Teixeira,5
2020-06-29,Light Heavyweight,Anthony Smith,6
2020-06-29,Light Heavyweight,Volkan Oezdemir,7
2020-06-29,Light Heavyweight,Alexander Gustafsson,8
2020-06-29,Light Heavyweight,Aleksandar Rakic,9
2020-06-29,Light Heavyweight,Nikita Krylov,10
2020-06-29,Light Heavyweight,Misha Cirkunov,11
2020-06-29,Light Heavyweight,Johnny Walker,12
2020-06-29,Light Heavyweight,Ryan Spann,13
2020-06-29,Light Heavyweight,Magomed Ankalaev,14
2020-06-29,Light Heavyweight,Mauricio Rua,15
2020-06-29,Heavyweight,Stipe Miocic,0
2020-06-29,Heavyweight,Daniel Cormier,1
2020-06-29,Heavyweight,Francis Ngannou,2
2020-06-29,Heavyweight,Curtis Blaydes,3
2020-06-29,Heavyweight,Derrick Lewis,4
2020-06-29,Heavyweight,Junior Dos Santos,5
2020-06-29,Heavyweight,Jairzinho Rozenstruik,6
2020-06-29,Heavyweight,Alistair Overeem,7
2020-06-29,Heavyweight,Alexander Volkov,8
2020-06-29,Heavyweight,Augusto Sakai,9
2020-06-29,Heavyweight,Walt Harris,10
2020-06-29,Heavyweight,Aleksei Oleinik,11
2020-06-29,Heavyweight,Shamil Abdurakhimov,12
2020-06-29,Heavyweight,Sergei Pavlovich,13
2020-06-29,Heavyweight,Fabricio Werdum,14
2020-06-29,Heavyweight,Ciryl Gane,15
2020-06-29,Women's Strawweight,Weili Zhang,0
2020-06-29,Women's Strawweight,Jessica Andrade,1
2020-06-29,Women's Strawweight,Rose Namajunas,2
2020-06-29,Women's Strawweight,Tatiana Suarez,3
2020-06-29,Women's Strawweight,Joanna Jedrzejczyk,4
2020-06-29,Women's Strawweight,Nina Ansaroff,5
2020-06-29,Women's Strawweight,Claudia Gadelha,6
2020-06-29,Women's Strawweight,Carla Esparza,7
2020-06-29,Women's Strawweight,Michelle Waterson,8
2020-06-29,Women's Strawweight,Marina Rodriguez,9
2020-06-29,Women's Strawweight,Yan Xiaonan,10
2020-06-29,Women's Strawweight,Tecia Torres,11
2020-06-29,Women's Strawweight,Alexa Grasso,12
2020-06-29,Women's Strawweight,Angela Hill,13
2020-06-29,Women's Strawweight,Amanda Ribas,14
2020-06-29,Women's Strawweight,Felice Herrig,15
2020-06-29,Women's Flyweight,Valentina Shevchenko,0
2020-06-29,Women's Flyweight,Katlyn Chookagian,1
2020-06-29,Women's Flyweight,Cynthia Calvillo,2
2020-06-29,Women's Flyweight,Joanne Calderwood,3
2020-06-29,Women's Flyweight,Lauren Murphy,4
2020-06-29,Women's Flyweight,Jessica Eye,5
2020-06-29,Women's Flyweight,Jennifer Maia,6
2020-06-29,Women's Flyweight,Roxanne Modafferi,7
2020-06-29,Women's Flyweight,Viviane Araujo,8
2020-06-29,Women's Flyweight,Andrea Lee,9
2020-06-29,Women's Flyweight,Maycee Barber,10
2020-06-29,Women's Flyweight,Alexis Davis,11
2020-06-29,Women's Flyweight,Montana De La Rosa,12
2020-06-29,Women's Flyweight,Antonina Shevchenko,13
2020-06-29,Women's Flyweight,Ji Yeon Kim,14
2020-06-29,Women's Flyweight,Molly McCann,15
2020-06-29,Women's Bantamweight,Amanda Nunes,0
2020-06-29,Women's Bantamweight,Germaine de Randamie,1
2020-06-29,Women's Bantamweight,Holly Holm,2
2020-06-29,Women's Bantamweight,Aspen Ladd,3
2020-06-29,Women's Bantamweight,Raquel Pennington,4
2020-06-29,Women's Bantamweight,Julianna Peña,4
2020-06-29,Women's Bantamweight,Irene Aldana,6
2020-06-29,Women's Bantamweight,Ketlen Vieira,7
2020-06-29,Women's Bantamweight,Yana Kunitskaya,8
2020-06-29,Women's Bantamweight,Sara McMann,9
2020-06-29,Women's Bantamweight,Marion Reneau,10
2020-06-29,Women's Bantamweight,Lina Lansberg,11
2020-06-29,Women's Bantamweight,Macy Chiasson,12
2020-06-29,Women's Bantamweight,Bethe Correia,13
2020-06-29,Women's Bantamweight,Sijara Eubanks,14
2020-06-29,Women's Bantamweight,Julia Avila,15
2020-06-29,Women's Featherweight,Amanda Nunes,0
