date,weightclass,fighter,rank
2020-07-27,Bantamweight,Cory Sandhagen,4
2020-07-27,Bantamweight,Pedro Munhoz,5
2020-07-27,Bantamweight,Jose Aldo,6
2020-07-27,Bantamweight,Raphael Assuncao,7
2020-07-27,Bantamweight,Jimmie Rivera,8
2020-07-27,Bantamweight,Cody Stamann,9
2020-07-27,Bantamweight,Rob Font,10
2020-07-27,Bantamweight,Dominick Cruz,11
2020-07-27,Bantamweight,John Dodson,12
2020-07-27,Bantamweight,Song Yadong,13
2020-07-27,Bantamweight,Sean O'Malley,14
2020-07-27,Bantamweight,Merab Dvalishvili,15
2020-07-27,Featherweight,Alexander Volkanovski,0
2020-07-27,Featherweight,Max Holloway,1
2020-07-27,Featherweight,Zabit Magomedsharipov,2
2020-07-27,Featherweight,Brian Ortega,3
2020-07-27,Featherweight,Chan Sung Jung,4
2020-07-27,Featherweight,Yair Rodriguez,5
2020-07-27,Featherweight,Calvin Kattar,6
2020-07-27,Featherweight,Frankie Edgar,7
2020-07-27,Featherweight,Josh Emmett,7
2020-07-27,Featherweight,Jeremy Stephens,9
2020-07-27,Featherweight,Dan Ige,10
2020-07-27,Featherweight,Arnold Allen,11
2020-07-27,Featherweight,Shane Burgos,12
2020-07-27,Featherweight,Ryan Hall,13
2020-07-27,Featherweight,Sodiq Yusuff,14
2020-07-27,Featherweight,Jose Aldo,15
2020-07-27,Lightweight,Khabib Nurmagomedov,0
2020-07-27,Lightweight,Justin Gaethje,1
2020-07-27,Lightweight,Dustin Poirier,2
2020-07-27,Lightweight,Tony Ferguson,3
2020-07-27,Lightweight,Conor McGregor,4
2020-07-27,Lightweight,Dan Hooker,5
2020-07-27,Lightweight,Charles Oliveira,6
2020-07-27,Lightweight,Paul Felder,7
2020-07-27,Lightweight,Diego Ferreira,8
2020-07-27,Lightweight,Kevin Lee,9
2020-07-27,Lightweight,Al Iaquinta,10
2020-07-27,Lightweight,Islam Makhachev,11
2020-07-27,Lightweight,Gregor Gillespie,12
2020-07-27,Lightweight,Donald Cerrone,13
2020-07-27,Lightweight,Beneil Dariush,14
2020-07-27,Lightweight,Drew Dober,15
2020-07-27,Welterweight,Kamaru Usman,0
2020-07-27,Welterweight,Gilbert Burns,1
2020-07-27,Welterweight,Colby Covington,2
2020-07-27,Welterweight,Leon Edwards,3
2020-07-27,Welterweight,Jorge Masvidal,4
2020-07-27,Welterweight,Tyron Woodley,5
2020-07-27,Welterweight,Stephen Thompson,6
2020-07-27,Welterweight,Demian Maia,7
2020-07-27,Welterweight,Michael Chiesa,8
2020-07-27,Welterweight,Rafael Dos Anjos,9
2020-07-27,Welterweight,Geoff Neal,10
2020-07-27,Welterweight,Nate Diaz,11
2020-07-27,Welterweight,Vicente Luque,12
2020-07-27,Welterweight,Robbie Lawler,13
2020-07-27,Welterweight,Neil Magny,14
2020-07-27,Welterweight,Anthony Pettis,15
2020-07-27,Middleweight,Israel Adesanya,0
2020-07-27,Middleweight,Robert Whittaker,1
2020-07-27,Middleweight,Paulo Costa,2
2020-07-27,Middleweight,Jared Cannonier,3
2020-07-27,Middleweight,Yoel Romero,4
2020-07-27,Middleweight,Darren Till,5
2020-07-27,Middleweight,Jack Hermansson,6
2020-07-27,Middleweight,Kelvin Gastelum,7
2020-07-27,Middleweight,Derek Brunson,8
2020-07-27,Middleweight,Edmen Shahbazyan,9
2020-07-27,Middleweight,Uriah Hall,10
2020-07-27,Middleweight,Omari Akhmedov,11
2020-07-27,Middleweight,Brad Tavares,12
2020-07-27,Middleweight,Ian Heinisch,13
2020-07-27,Middleweight,Marvin Vettori,14
2020-07-27,Middleweight,Antonio Carlos Junior,15
2020-07-27,Light Heavyweight,Jon Jones,0
2020-07-27,Light Heavyweight,Dominick Reyes,1
2020-07-27,Light Heavyweight,Thiago Santos,2
2020-07-27,Light Heavyweight,Jan Blachowicz,3
2020-07-27,Light Heavyweight,Corey Anderson,4
2020-07-27,Light Heavyweight,Glover Teixeira,5
2020-07-27,Light Heavyweight,Anthony Smith,6
2020-07-27,Light Heavyweight,Alexander Gustafsson,7
2020-07-27,Light Heavyweight,Jiri Prochazka,8
2020-07-27,Light Heavyweight,Volkan Oezdemir,9
2020-07-27,Light Heavyweight,Aleksandar Rakic,10
2020-07-27,Light Heavyweight,Nikita Krylov,11
2020-07-27,Light Heavyweight,Misha Cirkunov,12
2020-07-27,Light Heavyweight,Johnny Walker,13
2020-07-27,Light Heavyweight,Ryan Spann,14
2020-07-27,Light Heavyweight,Magomed Ankalaev,15
2020-07-27,Heavyweight,Stipe Miocic,0
2020-07-27,Heavyweight,Daniel Cormier,1
2020-07-27,Heavyweight,Francis Ngannou,2
2020-07-27,Heavyweight,Curtis Blaydes,3
2020-07-27,Heavyweight,Derrick Lewis,4
2020-07-27,Heavyweight,Junior Dos Santos,5
2020-07-27,Heavyweight,Jairzinho Rozenstruik,6
2020-07-27,Heavyweight,Alistair Overeem,7
2020-07-27,Heavyweight,Alexander Volkov,8
2020-07-27,Heavyweight,Augusto Sakai,9
2020-07-27,Heavyweight,Walt Harris,10
2020-07-27,Heavyweight,Aleksei Oleinik,11
2020-07-27,Heavyweight,Shamil Abdurakhimov,12
2020-07-27,Heavyweight,Sergei Pavlovich,13
2020-07-27,Heavyweight,Fabricio Werdum,14
2020-07-27,Heavyweight,Ciryl Gane,15
2020-07-27,Women's Strawweight,Weili Zhang,0
2020-07-27,Women's Strawweight,Rose Namajunas,0
2020-07-27,Women's Strawweight,Rose Namajunas,1
2020-07-27,Women's Strawweight,Jessica Andrade,2
2020-07-27,Women's Strawweight,Joanna Jedrzejczyk,3
2020-07-27,Women's Strawweight,Tatiana Suarez,3
2020-07-27,Women's Strawweight,Nina Ansaroff,5
2020-07-27,Women's Strawweight,Claudia Gadelha,6
2020-07-27,Women's Strawweight,Carla Esparza,7
2020-07-27,Women's Strawweight,Michelle Waterson,8
2020-07-27,Women's Strawweight,Marina Rodriguez,9
2020-07-27,Women's Strawweight,Yan Xiaonan,10
2020-07-27,Women's Strawweight,Tecia Torres,11
2020-07-27,Women's Strawweight,Amanda Ribas,12
2020-07-27,Women's Strawweight,Alexa Grasso,13
2020-07-27,Women's Strawweight,Angela Hill,14
2020-07-27,Women's Strawweight,Felice Herrig,15
2020-07-27,Women's Flyweight,Valentina Shevchenko,0
2020-07-27,Women's Flyweight,Katlyn Chookagian,0
2020-07-27,Women's Flyweight,Katlyn Chookagian,1
2020-07-27,Women's Flyweight,Cynthia Calvillo,2
2020-07-27,Women's Flyweight,Joanne Calderwood,3
2020-07-27,Women's Flyweight,Lauren Murphy,4
2020-07-27,Women's Flyweight,Jessica Eye,5
2020-07-27,Women's Flyweight,Jennifer Maia,6
2020-07-27,Women's Flyweight,Roxanne Modafferi,7
2020-07-27,Women's Flyweight,Viviane Araujo,8
2020-07-27,Women's Flyweight,Andrea Lee,9
2020-07-27,Women's Flyweight,Maycee Barber,10
2020-07-27,Women's Flyweight,Alexis Davis,11
2020-07-27,Women's Flyweight,Montana De La Rosa,12
2020-07-27,Women's Flyweight,Antonina Shevchenko,13
2020-07-27,Women's Flyweight,Ji Yeon Kim,14
2020-07-27,Women's Flyweight,Molly McCann,15
2020-07-27,Women's Bantamweight,Amanda Nunes,0
2020-07-27,Women's Bantamweight,Germaine de Randamie,0
2020-07-27,Women's Bantamweight,Germaine de Randamie,1
2020-07-27,Women's Bantamweight,Holly Holm,2
2020-07-27,Women's Bantamweight,Aspen Ladd,3
2020-07-27,Women's Bantamweight,Julianna Pena,4
2020-07-27,Women's Bantamweight,Raquel Pennington,4
2020-07-27,Women's Bantamweight,Irene Aldana,6
2020-07-27,Women's Bantamweight,Ketlen Vieira,7
2020-07-27,Women's Bantamweight,Yana Kunitskaya,8
2020-07-27,Women's Bantamweight,Sara McMann,9
2020-07-27,Women's Bantamweight,Marion Reneau,10
2020-07-27,Women's Bantamweight,Lina Lansberg,11
2020-07-27,Women's Bantamweight,Macy Chiasson,12
2020-07-27,Women's Bantamweight,Bethe Correia,13
2020-07-27,Women's Bantamweight,Sijara Eubanks,14
2020-07-27,Women's Bantamweight,Julia Avila,15
2020-07-27,Women's Featherweight,Amanda Nunes,0
